Year,Individual,Sex,Tagged,Lap,Behavior,Minutes,minutes.to.seconds,Seconds,hundreth.of.second,total.seconds
2017,!C,Male,Sham-Tagged,3.00,Fly (S),0.00,0.00,1.00,14.00,1.14
2017,!C,Male,Sham-Tagged,4.00,Land (dead plant/stick) and Rest,1.00,60.00,35.00,49.00,95.49
2017,!C,Male,Sham-Tagged,5.00,Fly (W/SW),0.00,0.00,8.00,62.00,8.62
2017,!C,Male,Sham-Tagged,6.00,Land (See pict… purple plant) and Rest,10.00,600.00,34.00,17.00,634.17
2017,!C,Male,Sham-Tagged,7.00,Fly (Direction?),0.00,0.00,0.00,80.00,0.80
2017,!C,Male,Sham-Tagged,8.00,Land (see pict… same purple plant as above) and Rest,0.00,0.00,16.00,46.00,16.46
2017,!C,Male,Sham-Tagged,9.00,Nectar (Taste),0.00,0.00,7.00,71.00,7.71
2017,!C,Male,Sham-Tagged,10.00,Nectar (Feed),0.00,0.00,1.00,59.00,1.59
2017,!C,Male,Sham-Tagged,11.00,Nectar (Taste),0.00,0.00,7.00,10.00,7.10
2017,!C,Male,Sham-Tagged,12.00,Fly (Direction?),0.00,0.00,2.00,47.00,2.47
2017,!C,Male,Sham-Tagged,13.00,Land (Common milk weed flower) and Rest,0.00,0.00,9.00,37.00,9.37
2017,!C,Male,Sham-Tagged,14.00,Nectar (Taste),1.00,60.00,11.00,94.00,71.94
2017,!C,Male,Sham-Tagged,15.00,Nectar (Feed),0.00,0.00,2.00,17.00,2.17
2017,!C,Male,Sham-Tagged,16.00,Nectar (Taste),0.00,0.00,6.00,58.00,6.58
2017,!C,Male,Sham-Tagged,17.00,Nectar (Feed),0.00,0.00,1.00,15.00,1.15
2017,!C,Male,Sham-Tagged,18.00,Nectar (Taste),1.00,60.00,0.00,56.00,60.56
2017,!C,Male,Sham-Tagged,19.00,Nectar (Feed),0.00,0.00,2.00,96.00,2.96
2017,!C,Male,Sham-Tagged,20.00,Nectar (Taste),1.00,60.00,21.00,53.00,81.53
2017,!C,Male,Sham-Tagged,21.00,Nectar (Feed),0.00,0.00,1.00,80.00,1.80
2017,!C,Male,Sham-Tagged,22.00,Nectar (Taste),0.00,0.00,8.00,61.00,8.61
2017,!C,Male,Sham-Tagged,23.00,Rest ,0.00,0.00,4.00,12.00,4.12
2017,!C,Male,Sham-Tagged,24.00,Nectar (Taste),0.00,0.00,19.00,28.00,19.28
2017,!C,Male,Sham-Tagged,25.00,Nectar (Feed),0.00,0.00,2.00,43.00,2.43
2017,!C,Male,Sham-Tagged,26.00,Nectar (Taste),0.00,0.00,30.00,90.00,30.90
2017,!C,Male,Sham-Tagged,27.00,Nectar (Feed),0.00,0.00,1.00,7.00,1.07
2017,!C,Male,Sham-Tagged,28.00,Nectar (Taste),0.00,0.00,25.00,77.00,25.77
2017,!C,Male,Sham-Tagged,29.00,Nectar (Feed),0.00,0.00,3.00,17.00,3.17
2017,!C,Male,Sham-Tagged,30.00,Nectar (Taste),0.00,0.00,8.00,93.00,8.93
2017,!C,Male,Sham-Tagged,31.00,Nectar (Feed),0.00,0.00,2.00,9.00,2.09
2017,!C,Male,Sham-Tagged,32.00,Nectar (Taste),0.00,0.00,56.00,0.00,56.00
2017,!C,Male,Sham-Tagged,33.00,Rest ,0.00,0.00,16.00,94.00,16.94
